sexo,altura,peso
M,178.28,88.18
M,176.15,79.09
M,179.53,88.9
M,161.97,75.16
M,180.98,87.92
M,176.24,88.28
M,181.52,92.37
M,182.34,87.34
M,165.11,69.31
M,167.58,80.87
M,173.43,80.77
M,171.91,81.25
M,164.09,75.05
M,182.76,92.99
M,182.0,92.33
M,173.85,77.13
M,162.19,73.95
M,172.58,80.26
M,174.73,80.26
M,181.85,94.26
M,176.53,89.57
M,168.08,68.05
M,170.79,81.83
M,182.85,92.36
M,169.82,80.47
M,171.64,79.78
M,175.24,88.16
M,189.56,102.92
M,179.86,93.57
M,179.97,88.57
M,174.12,89.36
M,165.2,69.9
M,177.77,84.3
M,182.86,93.59
M,178.81,81.39
M,173.77,88.17
M,170.4,80.53
M,179.95,88.89
M,172.49,81.33
M,168.54,78.16
M,158.69,63.58
M,170.33,85.15
M,169.56,75.29
M,178.27,85.28
M,175.8,83.05
M,180.79,92.75
M,181.95,95.98
M,180.02,81.36
M,183.36,97.38
M,163.57,66.54
M,171.94,80.81
M,179.01,89.76
M,181.72,92.86
M,178.07,90.47
M,162.71,73.04
M,176.44,81.51
M,174.73,89.41
M,168.55,75.35
M,170.81,82.94
M,182.8,93.81
M,184.7,94.01
M,165.57,78.22
M,181.78,95.78
M,167.24,73.7
M,172.57,77.08
M,184.3,90.18
M,175.5,82.0
M,167.47,71.54
M,162.07,75.92
M,170.99,80.36
M,182.57,89.19
M,174.51,83.59
M,172.55,82.87
M,175.95,79.4
M,164.77,74.03
M,170.64,80.66
M,185.82,104.78
M,167.02,75.73
M,160.96,64.37
M,195.24,109.11
M,173.41,78.45
M,166.32,68.17
M,181.38,94.38
M,171.9,84.6
M,174.43,77.31
M,170.79,79.06
M,164.63,72.55
M,172.78,81.71
M,184.78,92.81
M,171.55,82.49
M,182.27,95.93
M,168.37,82.06
M,190.97,100.91
M,161.26,71.09
M,170.76,74.15
M,172.2,76.68
M,168.61,78.37
M,170.68,88.1
M,181.56,91.93
M,173.17,74.89
M,186.17,102.18
M,195.84,109.07
M,159.02,69.28
M,176.72,92.21
M,191.58,100.13
M,160.25,63.74
M,194.8,105.76
M,170.0,76.9
M,162.86,66.33
M,176.73,86.81
M,180.82,83.39
M,171.5,91.13
M,185.91,93.78
M,181.93,81.54
M,172.13,86.33
M,183.58,103.09
M,166.16,72.91
M,176.64,94.29
M,174.73,76.05
M,190.96,99.12
M,183.66,95.01
M,176.09,96.29
M,164.92,67.97
M,176.5,90.51
M,169.65,84.79
M,180.24,82.12
M,185.4,86.59
M,182.2,90.1
M,154.87,68.43
M,171.51,80.3
M,173.52,84.66
M,176.12,87.56
M,172.53,76.52
M,176.41,93.24
M,172.77,78.27
M,195.2,115.31
M,179.07,81.71
M,177.76,80.04
M,167.37,68.58
M,176.83,86.0
M,173.87,75.67
M,173.33,74.22
M,179.56,88.1
M,172.08,77.96
M,182.89,85.91
M,184.69,94.1
M,168.02,83.43
M,173.68,85.94
M,181.83,83.67
M,178.7,83.93
M,167.36,72.12
M,158.82,65.66
M,174.13,85.75
M,175.76,88.11
M,162.17,73.35
M,185.78,93.31
M,182.69,90.12
M,176.79,84.21
M,174.16,82.05
M,188.06,98.49
M,171.61,77.69
M,185.49,102.32
M,161.94,72.01
M,182.35,94.12
M,172.02,91.23
M,181.68,100.22
M,169.39,83.69
M,190.61,100.71
M,179.81,84.63
M,171.44,81.98
M,183.07,88.47
M,175.53,86.28
M,175.64,86.34
M,176.12,81.76
M,169.87,78.15
M,180.76,90.29
M,178.4,89.11
M,177.41,81.05
M,164.43,73.32
M,185.23,92.63
M,180.81,91.1
M,160.33,69.83
M,168.74,78.92
M,176.8,83.75
M,178.44,86.48
M,177.04,82.87
M,172.37,77.47
M,171.09,79.19
M,180.3,82.62
M,185.09,100.59
M,158.36,68.37
M,160.57,64.48
M,178.24,91.5
M,175.15,92.73
M,178.2,85.96
M,169.35,79.0
M,177.66,88.99
M,162.81,74.61
M,168.4,72.23
M,179.22,92.66
M,186.18,93.49
M,170.23,71.01
M,181.41,90.57
M,175.93,73.61
M,194.56,108.73
M,174.53,88.63
M,155.17,66.8
M,182.5,91.93
M,165.74,77.35
M,170.76,71.73
M,190.13,104.06
M,164.77,70.28
M,172.32,81.49
M,174.45,85.4
M,174.88,87.89
M,177.9,86.51
M,171.56,89.13
M,173.81,78.43
M,171.91,77.85
M,175.69,87.01
M,182.4,92.2
M,187.62,101.36
M,177.2,84.48
M,169.19,87.02
M,168.07,70.12
M,170.54,82.83
M,194.27,104.69
M,176.66,83.69
M,177.8,90.95
M,187.57,100.98
M,175.23,78.52
M,179.43,90.04
M,165.47,69.53
M,165.69,76.54
M,178.06,84.68
M,172.2,81.61
M,174.69,90.54
M,172.79,76.0
M,174.72,84.85
M,173.48,83.84
M,170.02,76.86
M,165.97,75.73
M,168.18,80.17
M,175.13,88.92
M,177.1,85.39
M,157.55,67.69
M,170.85,75.78
M,165.83,73.1
M,176.34,85.63
M,167.82,73.57
M,175.39,89.98
M,173.04,84.78
M,184.7,95.42
M,181.1,86.09
M,179.79,95.03
M,177.25,81.71
M,179.13,87.59
M,171.8,73.28
M,175.59,83.53
M,176.14,81.78
M,172.97,85.85
M,187.37,98.42
M,183.13,94.14
M,183.86,96.26
M,176.63,85.97
M,181.26,85.8
M,171.26,85.25
M,161.8,77.0
M,182.04,94.5
M,189.13,98.72
M,174.01,76.14
M,173.02,77.89
M,160.11,59.78
M,174.59,86.25
M,182.97,95.23
M,176.3,81.97
M,180.21,88.11
M,180.38,87.49
M,185.69,93.81
M,175.75,82.75
M,177.53,88.94
M,180.53,89.82
M,166.54,73.65
M,170.76,73.35
M,183.51,98.6
M,176.38,79.33
M,188.22,98.52
M,176.76,82.38
M,174.35,82.27
M,187.69,94.37
M,182.96,90.24
M,173.95,83.76
M,169.56,64.26
M,176.0,81.45
M,183.19,90.32
M,181.15,90.34
M,170.82,79.01
M,166.73,70.08
M,167.26,75.09
M,166.61,73.61
M,174.85,83.32
M,163.71,66.7
M,171.15,81.34
M,181.27,90.67
M,176.02,92.01
M,178.32,80.13
M,169.44,79.37
M,183.98,95.58
M,177.64,85.15
M,174.0,87.35
M,161.67,72.4
M,183.54,98.37
M,167.4,84.38
M,188.19,97.97
M,176.93,82.98
M,182.53,88.34
M,175.29,82.87
M,174.15,79.4
M,178.39,94.08
M,167.12,79.79
M,168.39,79.95
M,172.21,83.79
M,173.26,88.93
M,184.89,95.17
M,174.55,86.24
M,170.29,82.88
M,179.76,89.51
M,171.51,78.41
M,185.32,94.12
M,169.05,77.78
M,163.57,65.95
M,177.79,90.18
M,175.81,89.52
M,181.49,88.7
M,182.72,98.68
M,175.25,87.32
M,165.19,74.39
M,177.88,88.91
M,173.49,82.18
M,185.71,95.9
M,179.64,89.52
M,174.88,86.09
M,167.48,81.87
M,181.68,93.69
M,184.54,101.58
M,171.52,79.59
M,178.36,92.53
M,185.99,98.04
M,177.0,91.46
M,177.15,89.66
M,176.56,90.25
M,177.32,89.18
M,158.84,72.41
M,181.79,90.97
M,178.97,90.35
M,173.19,83.51
M,178.2,84.03
M,176.97,92.1
M,173.7,80.88
M,157.42,62.45
M,170.45,84.77
M,165.36,72.17
M,174.22,88.99
M,168.59,75.72
M,172.99,85.01
M,170.66,76.52
M,164.36,83.66
M,174.58,84.82
M,173.0,80.95
M,192.25,101.42
M,166.78,77.53
M,179.64,89.87
M,171.59,80.85
M,196.97,109.79
M,172.76,84.41
M,179.74,89.25
M,172.41,69.35
M,172.9,76.8
M,173.9,82.61
M,173.07,84.86
M,179.91,92.85
M,185.84,105.58
M,164.46,80.26
M,164.54,71.75
M,176.14,84.22
M,173.85,83.38
M,175.98,93.59
M,183.73,95.69
M,169.54,70.81
M,171.51,81.22
M,175.49,89.24
M,171.34,87.47
M,178.75,81.36
M,178.64,95.07
M,174.27,91.53
M,180.36,87.45
M,180.2,86.52
M,172.11,81.11
M,182.38,99.97
M,185.27,90.31
M,181.28,93.09
M,185.05,90.64
M,167.02,76.05
M,174.66,84.34
M,174.41,93.67
M,171.54,80.31
M,182.81,96.16
M,167.31,79.92
M,169.95,88.64
M,179.15,80.28
M,171.16,77.59
M,179.1,93.32
M,183.97,94.41
M,179.18,89.38
M,178.3,88.31
M,180.83,93.53
M,161.49,71.13
M,172.31,76.87
M,170.2,76.62
M,166.36,79.57
M,166.45,80.57
M,174.75,84.76
M,180.06,82.68
M,168.47,71.04
M,163.17,77.04
M,167.59,78.87
M,167.73,78.08
M,179.97,100.27
M,175.2,86.25
M,175.07,86.67
M,162.22,73.36
M,173.93,80.18
M,183.23,97.31
M,185.31,97.3
M,172.44,76.58
M,172.01,79.67
M,173.95,92.08
M,177.52,92.26
M,171.85,87.15
M,181.46,82.63
M,186.13,102.15
M,152.06,53.44
M,179.93,97.95
M,165.1,67.72
M,175.34,85.39
M,177.7,90.64
M,170.6,73.85
M,184.82,102.85
M,174.08,84.69
M,168.08,68.04
M,175.68,85.8
M,176.15,83.61
M,177.31,94.55
M,171.27,78.07
M,187.02,96.38
M,174.06,88.05
M,169.36,76.77
M,176.23,90.98
M,175.42,78.03
M,180.98,95.02
M,179.33,98.21
M,167.34,71.42
M,168.99,76.32
M,175.48,88.29
M,185.01,100.28
M,175.65,91.62
M,172.53,78.63
M,172.47,83.49
M,163.79,72.88
M,170.18,83.38
M,173.96,83.46
M,170.63,81.4
M,182.66,82.86
M,177.35,86.1
M,177.21,90.57
M,169.06,69.57
M,173.69,86.41
M,182.11,96.39
M,172.46,84.54
M,169.66,74.96
M,172.49,78.88
M,179.43,81.95
M,157.06,65.06
M,174.59,82.53
M,171.72,81.37
M,177.62,90.59
M,171.22,81.12
M,171.36,82.04
M,174.83,88.52
M,173.71,81.98
M,181.18,95.56
M,178.39,83.47
M,170.94,79.53
M,179.31,89.5
M,177.4,85.51
M,165.38,83.4
M,187.21,105.1
M,176.04,88.53
M,172.48,78.97
M,183.79,96.75
M,175.08,85.19
M,180.03,94.91
M,164.18,73.67
M,175.42,79.99
M,171.92,80.99
M,194.9,109.63
M,172.42,82.12
M,160.4,70.22
M,173.52,79.48
M,181.68,87.12
M,174.02,79.58
M,169.2,75.0
M,172.89,84.84
M,178.53,92.32
M,172.52,80.3
M,181.49,90.37
M,172.95,78.85
M,175.63,83.68
M,177.38,89.06
M,182.31,86.02
M,172.49,90.48
M,168.51,75.35
M,175.78,84.55
M,172.15,81.55
M,181.06,95.99
M,191.34,109.06
M,173.16,79.32
M,169.55,79.88
M,174.09,86.24
M,169.47,76.97
M,184.02,96.72
M,165.71,69.05
M,170.51,70.54
M,165.4,69.46
M,161.93,70.16
M,166.25,79.34
M,170.15,72.66
M,170.97,88.46
M,165.1,71.47
M,171.96,83.92
M,170.86,81.03
M,173.26,79.33
M,170.75,80.08
M,177.88,94.47
M,173.44,84.16
M,173.71,82.42
M,182.7,97.55
M,175.59,76.13
M,177.44,91.99
M,174.1,81.81
M,174.9,80.12
M,186.94,104.13
M,173.56,88.85
M,173.39,83.04
M,181.44,89.08
M,181.05,87.4
M,170.62,76.29
M,173.79,80.82
M,176.45,91.92
M,176.2,79.8
M,165.3,74.24
M,178.61,86.21
M,178.1,87.34
M,174.4,82.72
M,173.82,75.35
M,180.82,91.98
M,172.7,81.37
M,165.97,79.04
M,175.06,86.15
M,176.78,84.78
M,181.99,95.82
M,168.48,79.69
M,171.79,89.19
M,169.9,82.36
M,171.43,77.84
M,173.96,78.27
M,189.68,99.27
M,163.37,71.57
M,174.25,87.07
M,184.15,96.6
M,184.29,100.86
M,163.62,71.71
M,182.09,92.0
M,177.01,80.74
M,173.25,83.47
M,177.92,81.52
M,179.46,83.64
M,170.87,86.32
M,164.58,69.68
M,179.12,91.84
M,175.01,87.02
M,180.92,82.92
M,179.55,84.73
M,172.6,77.66
M,187.76,95.78
M,168.11,81.7
M,165.9,85.92
M,178.16,79.46
M,148.35,55.04
M,184.02,91.59
M,171.44,74.96
M,170.18,75.12
M,172.99,84.78
M,173.37,81.16
M,174.26,76.91
M,183.18,93.21
M,170.78,79.79
M,184.64,92.29
M,160.47,63.11
M,169.09,86.11
M,185.17,100.93
M,189.3,102.3
M,176.35,76.92
M,184.87,91.48
M,178.55,87.08
M,183.42,85.7
M,178.78,82.1
M,181.8,97.66
M,171.61,76.45
M,171.48,84.5
M,185.1,86.34
M,171.84,74.89
M,156.89,66.41
M,175.67,81.56
M,166.78,68.78
M,167.27,72.63
M,177.21,84.52
M,170.21,75.58
M,171.88,87.68
M,190.44,97.29
M,186.7,85.67
M,166.81,77.14
M,170.6,82.86
M,178.76,87.97
M,179.83,89.99
M,180.9,92.7
M,169.55,74.25
M,176.17,84.04
M,160.04,61.52
M,170.38,82.81
M,180.77,96.82
M,169.32,78.03
M,174.0,88.47
M,178.05,82.53
M,176.78,94.78
M,179.57,87.1
M,180.87,92.64
M,189.61,96.76
M,183.38,90.49
M,168.59,79.69
M,167.2,87.49
M,171.92,87.16
M,180.9,95.46
M,185.68,97.24
M,173.16,81.23
M,172.43,82.66
M,169.64,84.51
M,167.49,82.13
M,166.09,75.09
M,178.55,83.38
M,169.58,76.24
M,171.23,83.39
M,175.32,90.09
M,169.5,79.0
M,165.33,72.79
M,184.72,102.51
M,179.16,92.43
M,173.93,83.18
M,172.54,81.18
M,181.72,96.36
M,177.89,87.9
M,171.56,84.98
M,180.16,85.6
M,184.14,102.23
M,177.72,92.21
M,168.73,79.93
M,178.86,86.33
M,181.32,90.19
M,158.57,69.33
M,183.33,85.56
M,172.29,78.37
M,178.91,88.98
M,173.78,85.33
M,181.57,95.22
M,183.27,89.15
M,175.03,83.94
M,167.7,75.92
M,188.49,92.88
M,164.05,71.47
M,182.55,99.43
M,162.45,62.86
M,166.42,75.49
M,182.81,93.38
M,171.11,76.18
M,168.72,76.84
M,181.83,87.99
M,184.81,99.57
M,174.78,84.78
M,173.68,81.48
M,179.01,87.84
M,177.9,90.28
M,178.25,89.98
M,184.99,93.74
M,168.7,80.59
M,187.46,99.33
M,163.26,72.46
M,169.48,82.64
M,178.85,87.4
M,166.11,66.29
M,173.27,83.07
M,174.03,76.72
M,169.34,81.86
M,187.16,96.86
M,178.75,87.13
M,172.34,82.43
M,179.21,93.44
M,169.71,84.52
M,188.51,101.07
M,171.89,78.84
M,170.9,78.33
M,184.44,93.16
M,166.05,78.45
M,183.31,92.98
M,172.93,88.06
M,168.0,77.52
M,172.44,77.53
M,173.05,88.42
M,162.03,66.74
M,170.36,74.76
M,176.25,88.1
M,176.73,82.96
M,184.3,95.65
M,172.74,77.67
M,174.13,78.12
M,171.8,88.37
M,167.81,75.97
M,173.7,81.49
M,176.82,85.67
M,177.27,87.29
M,179.71,96.46
M,179.1,79.33
M,185.38,101.77
M,170.22,80.04
M,178.71,83.18
M,166.81,82.37
M,163.92,69.66
M,162.21,70.34
M,179.86,92.52
M,172.23,81.62
M,171.74,84.18
M,172.47,78.65
M,184.6,98.29
M,165.75,65.92
M,171.48,80.48
M,174.59,76.95
M,178.73,91.89
M,182.98,90.34
M,170.17,75.55
M,181.69,90.71
M,176.99,85.08
M,168.12,77.3
M,169.73,78.75
M,167.26,76.93
M,187.98,99.74
M,168.61,78.35
M,177.36,88.9
M,178.17,88.37
M,182.14,93.28
M,171.53,76.03
M,167.66,75.76
M,171.31,74.97
M,175.09,82.72
M,168.99,85.89
M,180.77,88.6
M,175.04,82.02
M,166.16,72.92
M,178.91,90.81
M,181.02,85.87
M,173.63,79.02
M,186.28,98.46
M,183.64,96.72
M,188.07,99.49
M,173.49,87.86
M,165.46,77.84
M,153.96,70.97
M,175.2,87.15
M,176.49,85.66
M,165.1,73.04
M,178.34,89.59
M,165.08,63.02
M,181.98,86.21
M,184.45,101.99
M,180.46,86.76
M,184.72,99.23
M,175.56,80.14
M,175.19,82.7
M,181.69,92.45
M,165.93,77.91
M,185.66,87.97
M,174.9,80.35
M,175.19,72.25
M,170.22,90.35
M,181.76,84.33
M,178.69,90.22
F,149.63,46.31
F,165.68,64.1
F,160.96,59.44
F,163.78,58.14
F,156.95,58.87
F,167.56,71.12
F,159.64,52.15
F,166.76,74.88
F,157.2,50.66
F,161.74,47.24
F,172.98,75.56
F,156.97,48.19
F,160.96,58.11
F,149.6,46.12
F,148.43,44.54
F,154.46,57.57
F,178.13,68.61
F,158.13,52.53
F,156.81,48.93
F,160.17,66.04
F,158.21,63.29
F,157.04,55.69
F,168.52,71.39
F,165.91,65.79
F,167.9,67.43
F,163.9,60.18
F,143.63,38.5
F,159.36,62.84
F,156.43,62.34
F,157.54,56.52
F,165.89,63.62
F,155.46,49.12
F,170.24,68.14
F,152.94,54.0
F,162.41,63.27
F,160.93,56.98
F,161.76,60.0
F,153.13,59.17
F,161.05,58.45
F,154.0,49.77
F,171.13,66.24
F,169.86,72.06
F,152.52,51.98
F,162.95,60.39
F,161.19,58.49
F,170.8,69.88
F,168.18,63.05
F,164.32,62.91
F,168.15,81.96
F,167.27,67.64
F,165.23,65.8
F,163.77,65.61
F,158.85,63.27
F,156.45,58.96
F,154.81,53.26
F,161.43,62.37
F,158.11,62.77
F,168.12,64.08
F,158.87,56.12
F,169.24,66.04
F,151.41,49.81
F,163.81,72.33
F,164.94,69.14
F,155.9,64.15
F,167.82,67.02
F,162.34,59.65
F,176.83,71.23
F,170.64,71.19
F,161.03,65.25
F,155.48,44.77
F,151.56,57.31
F,162.79,60.88
F,153.87,53.63
F,157.77,65.92
F,142.65,41.19
F,171.32,77.49
F,165.27,70.84
F,166.44,63.05
F,160.4,56.33
F,149.54,46.69
F,167.69,64.25
F,156.27,60.57
F,161.5,60.41
F,151.86,53.03
F,170.56,63.3
F,158.3,57.67
F,165.48,61.08
F,179.4,77.18
F,171.16,74.79
F,173.05,80.4
F,161.26,56.27
F,155.35,48.64
F,179.6,73.19
F,165.63,62.46
F,155.85,55.98
F,157.66,64.71
F,166.13,65.33
F,157.03,50.8
F,159.89,56.1
F,163.48,60.41
F,162.66,66.79
F,177.26,75.95
F,159.57,57.52
F,182.86,80.45
F,157.46,60.97
F,167.14,63.27
F,152.48,47.4
F,163.83,66.28
F,157.61,54.37
F,164.0,62.39
F,153.68,52.79
F,155.48,58.18
F,167.08,66.61
F,154.11,52.53
F,164.57,56.32
F,160.01,59.42
F,162.08,64.6
F,158.19,60.44
F,156.75,49.0
F,164.65,64.73
F,166.46,66.29
F,155.8,57.76
F,145.04,42.41
F,143.37,43.84
F,154.47,59.95
F,156.12,62.28
F,157.29,57.35
F,169.33,69.83
F,165.31,64.01
F,161.27,72.83
F,164.06,63.58
F,155.0,60.87
F,158.11,53.18
F,165.25,63.95
F,160.58,64.85
F,160.6,59.53
F,160.73,61.16
F,167.77,63.01
F,160.12,57.64
F,159.08,55.21
F,156.64,50.63
F,161.15,57.38
F,157.66,55.32
F,172.74,73.1
F,169.0,74.19
F,158.88,53.93
F,165.56,60.56
F,165.68,55.87
F,162.45,55.29
F,162.12,67.75
F,162.79,59.41
F,151.5,52.87
F,163.32,63.55
F,168.04,65.19
F,150.09,58.64
F,162.46,63.85
F,158.51,54.57
F,166.27,64.36
F,165.05,71.59
F,157.02,55.16
F,162.12,69.78
F,163.25,60.84
F,147.22,50.91
F,148.84,47.54
F,158.57,57.95
F,155.49,54.1
F,156.73,50.31
F,171.22,72.45
F,160.13,55.38
F,162.35,61.55
F,168.3,62.98
F,154.86,51.62
F,158.45,56.86
F,167.01,72.71
F,168.28,68.08
F,167.52,74.21
F,157.55,46.85
F,156.26,57.78
F,165.46,64.22
F,165.8,61.92
F,145.9,47.39
F,164.0,58.87
F,145.58,43.15
F,157.07,50.08
F,161.59,55.61
F,163.79,68.22
F,167.93,72.1
F,156.64,51.23
F,160.81,65.33
F,154.55,61.67
F,153.54,53.37
F,149.51,41.15
F,169.07,71.14
F,168.52,71.8
F,159.25,60.96
F,160.31,56.62
F,156.83,50.79
F,156.54,50.43
F,156.28,56.65
F,163.16,59.07
F,156.87,59.43
F,164.67,67.58
F,169.57,68.44
F,170.66,80.03
F,159.91,68.3
F,163.26,55.93
F,154.38,50.29
F,154.0,59.42
F,149.93,50.73
F,160.8,60.93
F,156.51,51.33
F,155.44,52.57
F,160.58,63.69
F,157.43,54.39
F,144.24,38.1
F,159.53,52.95
F,149.23,44.33
F,155.54,50.58
F,160.83,54.12
F,169.95,68.77
F,173.42,80.33
F,148.97,45.47
F,162.72,64.81
F,163.81,64.29
F,163.37,61.74
F,169.01,73.49
F,159.19,66.91
F,163.36,61.31
F,147.48,51.28
F,149.67,47.78
F,168.29,67.51
F,166.79,59.58
F,155.83,54.66
F,164.05,66.76
F,166.28,68.25
F,160.06,58.6
F,164.73,63.61
F,160.48,65.63
F,157.55,59.58
F,164.52,63.07
F,156.1,54.23
F,165.79,65.88
F,163.56,60.47
F,159.0,54.04
F,162.18,67.93
F,165.85,68.15
F,165.43,67.03
F,163.81,71.27
F,158.64,56.44
F,171.2,69.97
F,178.8,83.76
F,156.95,53.6
F,165.95,67.91
F,173.16,65.69
F,163.75,65.17
F,161.55,59.44
F,165.25,65.66
F,155.26,53.25
F,164.28,59.5
F,166.8,71.69
F,166.7,59.03
F,159.54,58.89
F,156.85,51.22
F,161.23,57.68
F,154.67,58.11
F,159.85,60.15
F,165.0,70.19
F,174.0,70.63
F,173.94,82.07
F,167.92,79.99
F,155.2,60.41
F,158.75,58.32
F,162.53,66.35
F,166.38,68.18
F,156.13,58.4
F,160.8,58.39
F,160.05,58.13
F,169.34,65.93
F,151.2,52.05
F,149.83,45.7
F,162.47,59.25
F,156.62,47.33
F,167.32,66.66
F,178.91,74.04
F,159.12,53.28
F,159.93,58.98
F,162.36,61.54
F,171.22,71.6
F,162.74,69.61
F,154.58,50.84
F,158.79,58.36
F,161.54,58.99
F,154.86,52.27
F,160.49,60.32
F,170.56,75.53
F,154.45,53.15
F,166.53,70.42
F,174.2,75.21
F,170.15,70.46
F,150.63,56.55
F,145.79,48.35
F,160.78,55.32
F,162.38,60.97
F,168.64,73.62
F,166.07,64.81
F,156.1,49.54
F,157.66,54.11
F,154.72,59.74
F,170.29,63.5
F,148.45,41.01
F,158.05,60.73
F,154.22,54.69
F,161.46,69.92
F,157.97,51.23
F,151.83,54.77
F,156.53,56.08
F,158.56,57.89
F,153.02,59.72
F,155.19,53.16
F,162.06,66.26
F,152.71,50.02
F,157.86,53.35
F,154.55,48.74
F,154.47,49.96
F,169.27,60.33
F,162.49,67.77
F,157.76,62.08
F,164.14,61.06
F,165.7,58.26
F,159.96,62.36
F,164.39,65.25
F,157.46,56.37
F,160.11,56.91
F,156.77,48.64
F,168.24,67.77
F,164.97,70.37
F,172.73,64.54
F,161.46,60.83
F,167.4,57.28
F,156.42,57.92
F,154.56,49.42
F,156.14,52.02
F,160.62,59.95
F,172.58,73.56
F,163.48,70.57
F,140.55,40.08
F,156.43,53.29
F,170.43,72.89
F,168.84,73.2
F,165.23,58.08
F,155.39,55.03
F,167.49,71.23
F,157.98,56.32
F,170.02,70.28
F,156.04,57.99
F,160.01,63.99
F,159.34,57.32
F,157.9,54.12
F,159.83,54.52
F,158.64,62.76
F,141.4,31.29
F,154.84,56.64
F,166.3,65.49
F,154.67,61.11
F,151.9,46.33
F,163.69,68.73
F,175.28,72.16
F,169.3,71.11
F,163.39,61.12
F,162.01,69.2
F,169.05,70.03
F,166.54,75.73
F,172.22,73.71
F,173.53,68.28
F,171.35,75.24
F,156.1,46.18
F,152.33,50.45
F,159.48,48.85
F,157.66,55.63
F,147.02,50.22
F,150.47,50.43
F,154.55,52.14
F,151.8,51.14
F,161.76,60.9
F,159.1,54.34
F,165.42,64.23
F,146.99,42.43
F,177.57,73.69
F,159.67,61.47
F,151.47,49.57
F,163.39,71.12
F,159.45,65.73
F,161.65,53.61
F,177.36,77.79
F,152.81,42.74
F,158.2,59.92
F,163.39,61.61
F,158.8,58.64
F,159.75,59.48
F,158.49,57.62
F,152.71,51.44
F,157.71,56.11
F,163.21,64.64
F,168.53,59.55
F,164.45,57.05
F,163.59,64.48
F,176.08,71.29
F,157.13,57.62
F,163.98,60.87
F,169.73,75.28
F,164.56,66.77
F,161.88,61.51
F,168.46,69.5
F,168.29,64.74
F,156.73,57.51
F,164.31,56.58
F,177.28,82.76
F,155.35,54.0
F,160.96,63.19
F,168.7,60.89
F,164.19,58.34
F,160.76,57.34
F,157.03,60.64
F,170.26,81.52
F,150.71,54.8
F,155.54,51.78
F,147.12,45.6
F,161.05,58.68
F,163.65,64.5
F,165.7,65.29
F,169.0,66.91
F,167.0,66.03
F,161.88,51.83
F,156.41,53.48
F,150.5,63.11
F,156.1,53.08
F,159.03,61.13
F,174.65,69.71
F,164.08,65.47
F,153.93,45.36
F,164.23,60.98
F,158.63,60.19
F,158.51,52.89
F,164.56,67.33
F,165.32,67.25
F,157.68,58.28
F,168.82,72.61
F,158.87,56.97
F,167.59,64.01
F,154.66,52.87
F,159.39,54.68
F,161.89,64.63
F,160.53,56.91
F,157.86,59.47
F,162.49,68.21
F,156.14,53.94
F,164.97,64.27
F,157.76,53.97
F,162.33,63.84
F,165.71,68.14
F,163.37,51.74
F,165.2,63.59
F,145.58,42.58
F,160.57,57.61
F,169.91,73.07
F,162.49,60.54
F,153.78,53.7
F,165.77,62.63
F,161.18,60.59
F,165.24,68.09
F,160.58,63.63
F,166.76,68.58
F,153.8,51.36
F,153.89,51.07
F,169.35,59.88
F,160.54,58.95
F,173.5,75.65
F,161.49,61.59
F,154.73,54.33
F,155.68,53.67
F,164.67,70.24
F,160.69,63.08
F,163.34,63.9
F,158.97,69.66
F,170.97,72.76
F,162.72,62.26
F,163.17,64.67
F,153.7,56.11
F,163.96,60.47
F,167.73,68.49
F,156.72,53.07
F,161.73,67.66
F,159.94,56.61
F,173.4,70.57
F,161.02,65.34
F,158.72,62.78
F,165.9,62.09
F,166.14,66.67
F,167.18,70.73
F,168.48,67.01
F,166.58,65.11
F,163.43,62.52
F,164.14,67.55
F,165.55,63.5
F,157.06,63.98
F,163.58,63.52
F,164.6,67.87
F,169.42,78.71
F,162.36,64.79
F,164.22,61.27
F,168.22,76.7
F,154.78,53.81
F,158.54,59.33
F,159.98,55.48
F,153.82,55.1
F,159.49,65.72
F,170.95,74.85
F,150.85,56.17
F,161.73,61.08
F,167.18,77.4
F,159.06,48.35
F,162.95,59.16
F,178.19,74.39
F,173.38,77.95
F,152.32,52.38
F,148.38,43.74
F,155.72,62.17
F,161.42,60.5
F,166.19,58.08
F,156.2,58.7
F,157.81,60.24
F,161.13,54.52
F,170.11,75.48
F,163.79,65.02
F,163.01,58.79
F,170.21,75.5
F,159.21,65.41
F,165.82,72.8
F,167.99,68.72
F,163.32,55.04
F,159.09,62.59
F,160.23,67.57
F,160.61,59.83
F,164.64,68.72
F,154.96,53.54
F,164.45,64.15
F,160.39,54.68
F,160.38,62.89
F,163.49,67.89
F,160.57,61.51
F,154.45,51.0
F,153.51,53.57
F,168.6,68.63
F,171.78,73.99
F,160.25,54.89
F,171.54,79.39
F,166.12,71.77
F,149.85,51.59
F,169.09,67.62
F,170.51,66.5
F,157.46,58.66
F,165.38,58.55
F,165.66,68.75
F,156.47,61.97
F,168.39,70.17
F,159.05,52.16
F,176.1,76.02
F,160.62,52.61
F,165.13,63.78
F,154.11,58.34
F,166.08,69.96
F,160.28,69.64
F,160.08,59.71
F,163.82,64.64
F,161.72,64.37
F,157.76,56.47
F,170.35,69.15
F,163.97,66.41
F,167.65,66.53
F,162.12,56.95
F,171.75,77.62
F,169.01,74.46
F,158.85,56.66
F,175.41,79.26
F,163.06,59.1
F,165.27,70.08
F,160.47,60.47
F,159.75,64.82
F,156.21,57.19
F,158.77,59.93
F,167.18,62.92
F,159.26,57.44
F,157.49,62.13
F,162.96,59.25
F,155.0,54.91
